epoch,step,train/bpd,train/nll,train/ppl,trainer/loss,trainer/lr,val/bpd,val/nll,val/ppl
20,1049,1.9665354790787373,1.363098522794528,3.908284468256379,,,,,
,1059,,,,,0.00012707999999999998,,,
21,1059,,,,1.3868894577026367,,,,
,1069,,,,,0.00012827999999999998,,,
21,1069,,,,1.0565382242202759,,,,
,1079,,,,,0.00012948,,,
21,1079,,,,1.1609859466552734,,,,
,1089,,,,,0.00013068,,,
21,1089,,,,1.352433204650879,,,,
,1099,,,,,0.00013188,,,
21,1099,,,,1.5798330307006836,,,,
21,1099,,,,,,1.8068453104744002,1.2524097326632895,3.498763892919235
21,1099,1.93236182909463,1.3394111536586017,3.816795337548218,,,,,
,1109,,,,,0.00013308,,,
22,1109,,,,1.2984732389450073,,,,
,1119,,,,,0.00013428,,,
22,1119,,,,1.0318245887756348,,,,
,1129,,,,,0.00013548,,,
22,1129,,,,1.380885362625122,,,,
,1139,,,,,0.00013668,,,
22,1139,,,,1.1259700059890747,,,,
,1149,,,,,0.00013788,,,
22,1149,,,,1.479053020477295,,,,
22,1149,,,,,,1.856056939215261,1.28652063437578,3.6201687268399483
22,1149,1.934727116705897,1.3410506460975649,3.823058077099449,,,,,
,1159,,,,,0.00013908,,,
23,1159,,,,1.1500680446624756,,,,
,1169,,,,,0.00014028,,,
23,1169,,,,1.0408453941345215,,,,
,1179,,,,,0.00014147999999999998,,,
23,1179,,,,1.2213473320007324,,,,
,1189,,,,,0.00014267999999999998,,,
23,1189,,,,1.3004627227783203,,,,
,1199,,,,,0.00014387999999999998,,,
23,1199,,,,1.1724556684494019,,,,
23,1199,,,,,,1.9223110659830367,1.332444495545325,3.790297437420016
23,1199,1.9092324015779019,1.323379056187416,3.7560920037511005,,,,,
,1209,,,,,0.00014508,,,
24,1209,,,,0.7139756679534912,,,,
,1219,,,,,0.00014628,,,
24,1219,,,,1.3063104152679443,,,,
,1229,,,,,0.00014748,,,
24,1229,,,,1.8326869010925293,,,,
,1239,,,,,0.00014868,,,
24,1239,,,,1.416650414466858,,,,
,1249,,,,,0.00014988,,,
24,1249,,,,1.433401107788086,,,,
24,1249,,,,,,1.843708943916669,1.2779616562489935,3.5893160041267076
24,1249,1.8894534727833174,1.3096693474589538,3.704948459032399,,,,,
,1259,,,,,0.00015108,,,
25,1259,,,,1.6465836763381958,,,,
,1269,,,,,0.00015228,,,
25,1269,,,,1.0270261764526367,,,,
,1279,,,,,0.00015348,,,
25,1279,,,,1.4218993186950684,,,,
,1289,,,,,0.00015467999999999998,,,
25,1289,,,,1.423055648803711,,,,
,1299,,,,,0.00015587999999999998,,,
25,1299,,,,1.7877966165542603,,,,
25,1299,,,,,,1.94358888316493,1.3471931545334241,3.8466135142615734
25,1299,1.8947585037367445,1.313346514707105,3.7185972532321347,,,,,
,1309,,,,,0.00015707999999999998,,,
26,1309,,,,1.2550585269927979,,,,
,1319,,,,,0.00015827999999999998,,,
26,1319,,,,1.3325115442276,,,,
,1329,,,,,0.00015947999999999998,,,
26,1329,,,,1.5823259353637695,,,,
,1339,,,,,0.00016067999999999999,,,
26,1339,,,,1.1513139009475708,,,,
,1349,,,,,0.00016188,,,
26,1349,,,,1.3187212944030762,,,,
26,1349,,,,,,1.797588412275231,1.245993339775805,3.4763863175931617
26,1349,1.8005520968160367,1.2480476093593336,3.4835350925074215,,,,,
,1359,,,,,0.00016308,,,
27,1359,,,,1.3669300079345703,,,,
,1369,,,,,0.00016427999999999997,,,
27,1369,,,,0.7531218528747559,,,,
,1379,,,,,0.00016547999999999997,,,
27,1379,,,,1.3538562059402466,,,,
,1389,,,,,0.00016667999999999997,,,
27,1389,,,,1.2046587467193604,,,,
,1399,,,,,0.00016787999999999997,,,
27,1399,,,,1.092111587524414,,,,
27,1399,,,,,,1.8237335664473604,1.2641157796755216,3.5399612461677568
27,1399,1.8019075482289597,1.248987136684587,3.4868095068753346,,,,,
,1409,,,,,0.00016907999999999997,,,
28,1409,,,,0.8935574293136597,,,,
,1419,,,,,0.00017027999999999998,,,
28,1419,,,,1.5866670608520508,,,,
,1429,,,,,0.00017147999999999998,,,
28,1429,,,,1.1915596723556519,,,,
,1439,,,,,0.00017267999999999998,,,
28,1439,,,,2.1200947761535645,,,,
,1449,,,,,0.00017387999999999998,,,
28,1449,,,,1.1666078567504883,,,,
28,1449,,,,,,1.8350017416238735,1.2719262835291771,3.5677183846333897
28,1449,1.884098432280869,1.3059575162328974,3.691221806919332,,,,,
,1459,,,,,0.00017507999999999998,,,
29,1459,,,,1.61102294921875,,,,
,1469,,,,,0.00017627999999999999,,,
29,1469,,,,1.1498444080352783,,,,
,1479,,,,,0.00017748,,,
29,1479,,,,1.3600490093231201,,,,
,1489,,,,,0.00017868,,,
29,1489,,,,1.6894184350967407,,,,
,1499,,,,,0.00017988,,,
29,1499,,,,1.3716096878051758,,,,
29,1499,,,,,,1.730049010378421,1.199178593774326,3.3173908777746712
29,1499,1.862466443524762,1.2909633642166973,3.636287938610203,,,,,
,1509,,,,,0.00018108,,,
30,1509,,,,1.2962706089019775,,,,
,1519,,,,,0.00018228,,,
30,1519,,,,0.9743809103965759,,,,
,1529,,,,,0.00018348,,,
30,1529,,,,1.4557223320007324,,,,
,1539,,,,,0.00018468,,,
30,1539,,,,1.3631312847137451,,,,
,1549,,,,,0.00018588,,,
30,1549,,,,1.1816149950027466,,,,
30,1549,,,,,,1.7208504500180497,1.1928026375953242,3.2963066264683607
30,1549,1.8196771966976857,1.2613041184202258,3.530022053655712,,,,,
,1559,,,,,0.00018708,,,
31,1559,,,,1.2527835369110107,,,,
,1569,,,,,0.00018828,,,
31,1569,,,,1.5645551681518555,,,,
,1579,,,,,0.00018948,,,
31,1579,,,,1.1058745384216309,,,,
,1589,,,,,0.00019068,,,
31,1589,,,,1.1955329179763794,,,,
,1599,,,,,0.00019187999999999996,,,
31,1599,,,,1.180795431137085,,,,
31,1599,,,,,,1.696083032818935,1.175635172194006,3.2402003755386355
31,1599,1.7869277610678336,1.2386039394484645,3.4507925850261625,,,,,
,1609,,,,,0.00019307999999999996,,,
32,1609,,,,1.026782751083374,,,,
,1619,,,,,0.00019427999999999996,,,
32,1619,,,,1.0951869487762451,,,,
,1629,,,,,0.00019547999999999996,,,
32,1629,,,,1.346346378326416,,,,
,1639,,,,,0.00019667999999999997,,,
32,1639,,,,1.1100724935531616,,,,
,1649,,,,,0.00019787999999999997,,,
32,1649,,,,1.17476224899292,,,,
32,1649,,,,,,1.5819147420827213,1.0964997433608514,2.993669053638243
32,1649,1.6772649993767395,1.1625915053698654,3.1982107262264137,,,,,
,1659,,,,,0.00019907999999999997,,,
33,1659,,,,1.1046361923217773,,,,
,1669,,,,,0.00020027999999999997,,,
33,1669,,,,1.7700371742248535,,,,
,1679,,,,,0.00020147999999999998,,,
33,1679,,,,1.2620222568511963,,,,
,1689,,,,,0.00020267999999999998,,,
33,1689,,,,1.3421847820281982,,,,
,1699,,,,,0.00020387999999999998,,,
33,1699,,,,0.8325309753417969,,,,
33,1699,,,,,,1.751202866270995,1.2138413293442352,3.366391264954162
33,1699,1.839476309917577,1.2750278179261807,3.578800963537907,,,,,
,1709,,,,,0.00020507999999999998,,,
34,1709,,,,1.0582784414291382,,,,
,1719,,,,,0.00020627999999999998,,,
34,1719,,,,1.1563746929168701,,,,
,1729,,,,,0.00020747999999999999,,,
34,1729,,,,1.2257591485977173,,,,
,1739,,,,,0.00020868,,,
34,1739,,,,1.2055015563964844,,,,
,1749,,,,,0.00020988,,,
34,1749,,,,1.2598745822906494,,,,
34,1749,,,,,,1.6620828149643319,1.152068017049664,3.1647308644440155
34,1749,1.6949058802263464,1.1748192321933644,3.237557644743641,,,,,
,1759,,,,,0.00021108,,,
35,1759,,,,1.1967432498931885,,,,
,1769,,,,,0.00021228,,,
35,1769,,,,1.3767611980438232,,,,
,1779,,,,,0.00021348,,,
35,1779,,,,1.0785624980926514,,,,
,1789,,,,,0.00021468,,,
35,1789,,,,1.3756017684936523,,,,
,1799,,,,,0.00021588,,,
35,1799,,,,1.1459559202194214,,,,
35,1799,,,,,,1.6129340593697483,1.1180006956812485,3.0587327484126696
35,1799,1.7434178896617005,1.2084451947567776,3.348274688317582,,,,,
,1809,,,,,0.00021707999999999997,,,
36,1809,,,,1.2313551902770996,,,,
,1819,,,,,0.00021827999999999998,,,
36,1819,,,,1.2336490154266357,,,,
,1829,,,,,0.00021947999999999998,,,
36,1829,,,,1.1243031024932861,,,,
,1839,,,,,0.00022067999999999998,,,
36,1839,,,,1.5087530612945557,,,,
,1849,,,,,0.00022187999999999998,,,
36,1849,,,,1.149946689605713,,,,
36,1849,,,,,,1.5083143163179349,1.045483815753978,2.844774537494096
36,1849,1.724032052745584,1.1950079565555765,3.3035840555472413,,,,,
,1859,,,,,0.00022307999999999999,,,
37,1859,,,,1.3265278339385986,,,,
,1869,,,,,0.00022428,,,
37,1869,,,,1.275728464126587,,,,
,1879,,,,,0.00022548,,,
37,1879,,,,1.0780904293060303,,,,
,1889,,,,,0.00022668,,,
37,1889,,,,1.1630666255950928,,,,
,1899,,,,,0.00022788,,,
37,1899,,,,1.5551328659057617,,,,
37,1899,,,,,,1.6304993421101872,1.130176021888522,3.096201451388347
37,1899,1.7115796336695133,1.1863765973818472,3.2751923408127883,,,,,
,1909,,,,,0.00022907999999999997,,,
38,1909,,,,0.9694733023643494,,,,
,1919,,,,,0.00023027999999999997,,,
38,1919,,,,1.4324876070022583,,,,
,1929,,,,,0.00023147999999999997,,,
38,1929,,,,1.3888283967971802,,,,
,1939,,,,,0.00023267999999999997,,,
38,1939,,,,1.4831430912017822,,,,
,1949,,,,,0.00023387999999999998,,,
38,1949,,,,1.1393473148345947,,,,
38,1949,,,,,,1.484746886452896,1.0291481181899822,2.798680673747694
38,1949,1.734127978860708,1.2020059192774162,3.326783493341022,,,,,
,1959,,,,,0.00023507999999999998,,,
39,1959,,,,1.2798347473144531,,,,
,1969,,,,,0.00023627999999999998,,,
39,1969,,,,1.021712303161621,,,,
,1979,,,,,0.00023747999999999998,,,
39,1979,,,,1.2658729553222656,,,,
,1989,,,,,0.00023867999999999996,,,
39,1989,,,,1.040546178817749,,,,
,1999,,,,,0.00023987999999999996,,,
39,1999,,,,1.0734832286834717,,,,
39,1999,,,,,,1.7179687702924045,1.1908052094182164,3.2897290620254296
39,1999,1.6817109553437848,1.1656732072133165,3.2080818602510455,,,,,
,2009,,,,,0.00024107999999999996,,,
40,2009,,,,1.2027308940887451,,,,
,2019,,,,,0.00024227999999999996,,,
40,2019,,,,0.9461268186569214,,,,
,2029,,,,,0.00024347999999999997,,,
40,2029,,,,1.1658289432525635,,,,
,2039,,,,,0.00024468,,,
40,2039,,,,0.9531756639480591,,,,
,2049,,,,,0.00024587999999999997,,,
40,2049,,,,1.4072911739349365,,,,
40,2049,,,,,,1.6237672752064474,1.1255097086948538,3.0817872624206686
40,2049,1.7197413206310956,1.192033847687881,3.2937734330736186,,,,,
,2059,,,,,0.00024708,,,
41,2059,,,,1.392258882522583,,,,
,2069,,,,,0.00024828,,,
41,2069,,,,1.143885850906372,,,,
,2079,,,,,0.00024948,,,
41,2079,,,,1.1239216327667236,,,,
,2089,,,,,0.00025068,,,
41,2089,,,,1.0788543224334717,,,,
,2099,,,,,0.00025188,,,
41,2099,,,,0.818327784538269,,,,
41,2099,,,,,,1.4449881328157037,1.0015894502037848,2.722605837553471
41,2099,1.6526942287848627,1.1455603450099208,3.144202701606729,,,,,
,2109,,,,,0.00025308,,,
42,2109,,,,1.2661763429641724,,,,
,2119,,,,,0.00025427999999999996,,,
42,2119,,,,1.1502368450164795,,,,
,2129,,,,,0.00025548,,,
42,2129,,,,0.8449757099151611,,,,
,2139,,,,,0.00025667999999999996,,,
42,2139,,,,1.1005293130874634,,,,
,2149,,,,,0.00025788,,,
42,2149,,,,1.0328398942947388,,,,
42,2149,,,,,,1.6963359000834433,1.1758104464254557,3.240768348943298
42,2149,1.606637377005165,1.113636168053356,3.0454119155432435,,,,,
,2159,,,,,0.00025907999999999997,,,
43,2159,,,,1.1043901443481445,,,,
,2169,,,,,0.00026028,,,
43,2169,,,,1.211637020111084,,,,
,2179,,,,,0.00026147999999999997,,,
43,2179,,,,1.1931205987930298,,,,
,2189,,,,,0.00026268,,,
43,2189,,,,0.8673205375671387,,,,
,2199,,,,,0.00026388,,,
43,2199,,,,0.78605055809021,,,,
43,2199,,,,,,1.515329443324281,1.0503463312596968,2.8586409833754125
43,2199,1.6273374027645173,1.1279843325459693,3.08942297054043,,,,,
,2209,,,,,0.00026508,,,
44,2209,,,,1.1661243438720703,,,,
,2219,,,,,0.00026628,,,
44,2219,,,,1.061708927154541,,,,
,2229,,,,,0.00026747999999999995,,,
44,2229,,,,1.2506697177886963,,,,
,2239,,,,,0.00026868,,,
44,2239,,,,0.9354124665260315,,,,
,2249,,,,,0.00026987999999999996,,,
44,2249,,,,1.0677968263626099,,,,
44,2249,,,,,,1.5907373626090962,1.1026151179038584,3.012032553770148
44,2249,1.6838602188553804,1.1671629631566593,3.2128646810023334,,,,,
,2259,,,,,0.00027108,,,
45,2259,,,,1.4684643745422363,,,,
,2269,,,,,0.00027227999999999996,,,
45,2269,,,,1.0592231750488281,,,,
,2279,,,,,0.00027348,,,
45,2279,,,,1.0128474235534668,,,,
,2289,,,,,0.00027467999999999997,,,
45,2289,,,,1.1702827215194702,,,,
,2299,,,,,0.00027588,,,
45,2299,,,,1.2327595949172974,,,,
45,2299,,,,,,1.5637030215550396,1.0838763406239431,2.956116284049441
45,2299,1.6036492276540741,1.1115649407555555,3.0391107031249827,,,,,
,2309,,,,,0.00027707999999999997,,,
46,2309,,,,0.8824192881584167,,,,
,2319,,,,,0.00027827999999999994,,,
46,2319,,,,0.8876018524169922,,,,
,2329,,,,,0.00027948,,,
46,2329,,,,0.8858665227890015,,,,
,2339,,,,,0.00028067999999999995,,,
46,2339,,,,1.0251353979110718,,,,
,2349,,,,,0.00028188,,,
46,2349,,,,1.0946464538574219,,,,
46,2349,,,,,,1.4048114860957976,0.973741120805529,2.6478318116125616
46,2349,1.6367992484412373,1.1345427841996811,3.1097513903438623,,,,,
,2359,,,,,0.00028307999999999995,,,
47,2359,,,,1.0328600406646729,,,,
,2369,,,,,0.00028428,,,
47,2369,,,,0.8586668968200684,,,,
,2379,,,,,0.00028547999999999996,,,
47,2379,,,,1.3174307346343994,,,,
,2389,,,,,0.00028668,,,
47,2389,,,,1.0339746475219727,,,,
,2399,,,,,0.00028787999999999996,,,
47,2399,,,,0.7784978747367859,,,,
47,2399,,,,,,1.49067724392406,1.0332587287508321,2.8102086373336355
47,2399,1.5774542769471709,1.0934079845281586,2.9844276443654008,,,,,
,2409,,,,,0.00028908,,,
48,2409,,,,1.0926471948623657,,,,
,2419,,,,,0.00029027999999999997,,,
48,2419,,,,1.034637689590454,,,,
,2429,,,,,0.00029148,,,
48,2429,,,,0.7935797572135925,,,,
,2439,,,,,0.00029267999999999997,,,
48,2439,,,,0.9360546469688416,,,,
,2449,,,,,0.00029388,,,
48,2449,,,,1.4896130561828613,,,,
48,2449,,,,,,1.3914593385506342,0.9644861173801785,2.6234391702286888
48,2449,1.6222618624817184,1.1244662361091289,3.0785731790928508,,,,,
,2459,,,,,0.00029508,,,
49,2459,,,,0.9970141649246216,,,,
,2469,,,,,0.00029628,,,
49,2469,,,,1.1623260974884033,,,,
,2479,,,,,0.00029748,,,
49,2479,,,,1.387666940689087,,,,
,2489,,,,,0.00029868,,,
49,2489,,,,0.7622725367546082,,,,
,2499,,,,,0.00029988,,,
49,2499,,,,0.729042649269104,,,,
49,2499,,,,,,1.6645307559217617,1.1537648004224836,3.1701052854789324
49,2499,1.5918133292164793,1.1033609211241426,3.014279775236691,,,,,
,2509,,,,,0.0003,,,
50,2509,,,,0.9647423624992371,,,,
,2519,,,,,0.0003,,,
50,2519,,,,1.0608543157577515,,,,
,2529,,,,,0.0003,,,
50,2529,,,,0.8096753358840942,,,,
,2539,,,,,0.0003,,,
50,2539,,,,0.932884931564331,,,,
,2549,,,,,0.0003,,,
50,2549,,,,0.9636659622192383,,,,
50,2549,,,,,,1.7067108910296815,1.1830018421481758,3.2641579978950896
50,2549,1.6398345368767657,1.1366466858209539,3.116300888669943,,,,,
,2559,,,,,0.0003,,,
51,2559,,,,1.3140075206756592,,,,
,2569,,,,,0.0003,,,
51,2569,,,,0.9263783097267151,,,,
,2579,,,,,0.0003,,,
51,2579,,,,0.9202982783317566,,,,
,2589,,,,,0.0003,,,
51,2589,,,,1.3097256422042847,,,,
,2599,,,,,0.0003,,,
51,2599,,,,1.1995868682861328,,,,
51,2599,,,,,,1.6110841152960758,1.1167184121623888,3.0548130994085163
