epoch,step,train/bpd,train/nll,train/ppl,trainer/loss,trainer/lr,val/bpd,val/nll,val/ppl
,9,,,,,1.0799999999999998e-06,,,
0,9,,,,3.515209436416626,,,,
,19,,,,,2.2799999999999998e-06,,,
0,19,,,,3.546265125274658,,,,
,29,,,,,3.4799999999999993e-06,,,
0,29,,,,3.5149669647216797,,,,
,39,,,,,4.679999999999999e-06,,,
0,39,,,,4.5736918449401855,,,,
,49,,,,,5.88e-06,,,
0,49,,,,2.908977508544922,,,,
0,49,,,,,,5.325474483610533,3.6913376234585713,40.09844772480166
0,49,5.438248234299311,3.7695064307896686,43.3586590545583,,,,,
,59,,,,,7.079999999999999e-06,,,
1,59,,,,3.6310806274414062,,,,
,69,,,,,8.279999999999999e-06,,,
1,69,,,,3.9291982650756836,,,,
,79,,,,,9.48e-06,,,
1,79,,,,4.052492141723633,,,,
,89,,,,,1.068e-05,,,
1,89,,,,3.69690203666687,,,,
,99,,,,,1.188e-05,,,
1,99,,,,2.7273457050323486,,,,
1,99,,,,,,5.148467557289748,3.5686457715397375,35.46852812323135
1,99,5.27650819225742,3.657396776664685,38.76030967976566,,,,,
,109,,,,,1.3079999999999998e-05,,,
2,109,,,,3.9341304302215576,,,,
,119,,,,,1.428e-05,,,
2,119,,,,3.6383514404296875,,,,
,129,,,,,1.5479999999999997e-05,,,
2,129,,,,2.873021125793457,,,,
,139,,,,,1.6679999999999996e-05,,,
2,139,,,,2.8165154457092285,,,,
,149,,,,,1.7879999999999998e-05,,,
2,149,,,,3.2653987407684326,,,,
2,149,,,,,,4.557322529469248,3.1588952622039277,23.544570978889222
2,149,4.777424928284672,3.3114586193773197,27.42509909262853,,,,,
,159,,,,,1.908e-05,,,
3,159,,,,2.865208148956299,,,,
,169,,,,,2.0279999999999996e-05,,,
3,169,,,,2.7499704360961914,,,,
,179,,,,,2.1479999999999998e-05,,,
3,179,,,,3.169541120529175,,,,
,189,,,,,2.268e-05,,,
3,189,,,,3.051386833190918,,,,
,199,,,,,2.388e-05,,,
3,199,,,,2.6076200008392334,,,,
3,199,,,,,,4.014823332581697,2.782863473425287,16.165243483070846
3,199,4.2434798377957925,2.941356085331128,18.941515214642266,,,,,
,209,,,,,2.5079999999999997e-05,,,
4,209,,,,2.7381529808044434,,,,
,219,,,,,2.6279999999999996e-05,,,
4,219,,,,2.82865571975708,,,,
,229,,,,,2.7479999999999998e-05,,,
4,229,,,,2.611298084259033,,,,
,239,,,,,2.868e-05,,,
4,239,,,,3.012829303741455,,,,
,249,,,,,2.9879999999999995e-05,,,
4,249,,,,2.8522732257843018,,,,
4,249,,,,,,3.9128183847992983,2.712159031466753,15.061759247716848
4,249,4.1811851783911855,2.898176717800882,18.141038964038064,,,,,
,259,,,,,3.1079999999999994e-05,,,
5,259,,,,3.3710694313049316,,,,
,269,,,,,3.2279999999999996e-05,,,
5,269,,,,2.6444382667541504,,,,
,279,,,,,3.348e-05,,,
5,279,,,,2.9126014709472656,,,,
,289,,,,,3.467999999999999e-05,,,
5,289,,,,2.363323211669922,,,,
,299,,,,,3.5879999999999995e-05,,,
5,299,,,,2.303947925567627,,,,
5,299,,,,,,3.938467761886308,2.7299378248777324,15.331933725417926
5,299,4.136212888996287,2.8670043022034823,17.584262083423454,,,,,
,309,,,,,3.708e-05,,,
6,309,,,,2.102806568145752,,,,
,319,,,,,3.827999999999999e-05,,,
6,319,,,,2.885035753250122,,,,
,329,,,,,3.9479999999999995e-05,,,
6,329,,,,2.342221736907959,,,,
,339,,,,,4.068e-05,,,
6,339,,,,2.4051198959350586,,,,
,349,,,,,4.188e-05,,,
6,349,,,,1.9837470054626465,,,,
6,349,,,,,,3.6279110156239507,2.5146762918021093,12.362606254330279
6,349,3.7994901471288713,2.633605883047669,13.923887398438486,,,,,
,359,,,,,4.308e-05,,,
7,359,,,,1.9176838397979736,,,,
,369,,,,,4.4279999999999996e-05,,,
7,369,,,,2.3792595863342285,,,,
,379,,,,,4.548e-05,,,
7,379,,,,2.1056361198425293,,,,
,389,,,,,4.6679999999999994e-05,,,
7,389,,,,2.551699638366699,,,,
,399,,,,,4.7879999999999996e-05,,,
7,399,,,,2.182746410369873,,,,
7,399,,,,,,3.2181612386889777,2.230659389184566,9.306000332802196
7,399,3.118580078752663,2.161634988937821,8.685326468726494,,,,,
,409,,,,,4.908e-05,,,
8,409,,,,2.2142350673675537,,,,
,419,,,,,5.027999999999999e-05,,,
8,419,,,,2.04176926612854,,,,
,429,,,,,5.1479999999999995e-05,,,
8,429,,,,1.841545581817627,,,,
,439,,,,,5.268e-05,,,
8,439,,,,2.306647300720215,,,,
,449,,,,,5.388e-05,,,
8,449,,,,2.094931125640869,,,,
8,449,,,,,,3.0519666782703827,2.1154620982060175,8.29341725402404
8,449,3.1163929977145757,2.160119019882614,8.672169757668641,,,,,
,459,,,,,5.508e-05,,,
9,459,,,,1.9914524555206299,,,,
,469,,,,,5.627999999999999e-05,,,
9,469,,,,2.122286796569824,,,,
,479,,,,,5.747999999999999e-05,,,
9,479,,,,2.9408488273620605,,,,
,489,,,,,5.8679999999999994e-05,,,
9,489,,,,1.786893367767334,,,,
,499,,,,,5.9879999999999996e-05,,,
9,499,,,,1.8753774166107178,,,,
9,499,,,,,,2.8366628554537914,1.9662248604569192,7.1436572168341295
9,499,3.012665179636938,2.0882203752364648,8.070539844199367,,,,,
,509,,,,,6.107999999999999e-05,,,
10,509,,,,3.0030770301818848,,,,
,519,,,,,6.228e-05,,,
10,519,,,,2.0397424697875977,,,,
,529,,,,,6.348e-05,,,
10,529,,,,2.888124704360962,,,,
,539,,,,,6.468e-05,,,
10,539,,,,1.9781005382537842,,,,
,549,,,,,6.587999999999999e-05,,,
10,549,,,,1.719761848449707,,,,
10,549,,,,,,3.0366427280355306,2.1048403453056888,8.205792811666038
10,549,2.910989306693618,2.017744030574831,7.521337871445577,,,,,
,559,,,,,6.707999999999999e-05,,,
11,559,,,,1.9253487586975098,,,,
,569,,,,,6.827999999999999e-05,,,
11,569,,,,2.153282642364502,,,,
,579,,,,,6.947999999999999e-05,,,
11,579,,,,1.8616504669189453,,,,
,589,,,,,7.068e-05,,,
11,589,,,,1.9185858964920044,,,,
,599,,,,,7.188e-05,,,
11,599,,,,1.6902471780776978,,,,
11,599,,,,,,2.9266745858396956,2.0286162375912307,7.603557558658524
11,599,2.7335025656394647,1.8947195964263719,6.650683267794217,,,,,
,609,,,,,7.308e-05,,,
12,609,,,,1.557232141494751,,,,
,619,,,,,7.427999999999999e-05,,,
12,619,,,,1.6397334337234497,,,,
,629,,,,,7.547999999999999e-05,,,
12,629,,,,1.289730429649353,,,,
,639,,,,,7.667999999999999e-05,,,
12,639,,,,2.1786017417907715,,,,
,649,,,,,7.787999999999999e-05,,,
12,649,,,,1.7644098997116089,,,,
12,649,,,,,,2.545882698943415,1.7646714148089722,5.83965321923438
12,649,2.6269425715819206,1.8208578369849004,6.177155169863768,,,,,
,659,,,,,7.908e-05,,,
13,659,,,,1.392310619354248,,,,
,669,,,,,8.028e-05,,,
13,669,,,,1.5952675342559814,,,,
,679,,,,,8.148e-05,,,
13,679,,,,1.5679755210876465,,,,
,689,,,,,8.268e-05,,,
13,689,,,,1.4915471076965332,,,,
,699,,,,,8.388e-05,,,
13,699,,,,1.4658586978912354,,,,
13,699,,,,,,2.5469803341163253,1.7654322375343583,5.8440978506858565
13,699,2.631953916661303,1.8243314366974874,6.1986494439262145,,,,,
,709,,,,,8.507999999999999e-05,,,
14,709,,,,1.8362233638763428,,,,
,719,,,,,8.628e-05,,,
14,719,,,,1.2543742656707764,,,,
,729,,,,,8.748e-05,,,
14,729,,,,1.420499563217163,,,,
,739,,,,,8.867999999999998e-05,,,
14,739,,,,1.1164135932922363,,,,
,749,,,,,8.987999999999999e-05,,,
14,749,,,,1.5631911754608154,,,,
14,749,,,,,,2.3594636528868,1.635455578632155,5.13179540088034
14,749,2.2844548224973034,1.583463419330576,4.871799710949837,,,,,
,759,,,,,9.107999999999999e-05,,,
15,759,,,,1.465164303779602,,,,
,769,,,,,9.227999999999999e-05,,,
15,769,,,,1.8960058689117432,,,,
,779,,,,,9.347999999999999e-05,,,
15,779,,,,1.3826686143875122,,,,
,789,,,,,9.468e-05,,,
15,789,,,,1.3413293361663818,,,,
,799,,,,,9.588e-05,,,
15,799,,,,1.42885160446167,,,,
15,799,,,,,,2.335533426786802,1.6188684098807793,5.047375523501609
15,799,2.252867143285217,1.5615685085442867,4.766291353854752,,,,,
,809,,,,,9.707999999999999e-05,,,
16,809,,,,1.5324311256408691,,,,
,819,,,,,9.827999999999999e-05,,,
16,819,,,,1.7680144309997559,,,,
,829,,,,,9.947999999999999e-05,,,
16,829,,,,1.3722732067108154,,,,
,839,,,,,0.00010067999999999999,,,
16,839,,,,1.1596680879592896,,,,
,849,,,,,0.00010188,,,
16,849,,,,1.48624849319458,,,,
16,849,,,,,,2.0966664418512555,1.4532984327438503,4.2771993278102105
16,849,2.079534416747206,1.441423417845696,4.22670790858785,,,,,
,859,,,,,0.00010308,,,
17,859,,,,1.4600040912628174,,,,
,869,,,,,0.00010428,,,
17,869,,,,1.5232374668121338,,,,
,879,,,,,0.00010548,,,
17,879,,,,1.3766310214996338,,,,
,889,,,,,0.00010668,,,
17,889,,,,1.535292625427246,,,,
,899,,,,,0.00010787999999999998,,,
17,899,,,,1.2530567646026611,,,,
17,899,,,,,,2.0155468847184377,1.3970706404289661,4.043338210166858
17,899,2.0762575650299024,1.4391520773167341,4.217118510128308,,,,,
,909,,,,,0.00010907999999999998,,,
18,909,,,,1.2067967653274536,,,,
,919,,,,,0.00011027999999999998,,,
18,919,,,,1.4706342220306396,,,,
,929,,,,,0.00011147999999999998,,,
18,929,,,,1.1104384660720825,,,,
,939,,,,,0.00011267999999999999,,,
18,939,,,,1.7552096843719482,,,,
,949,,,,,0.00011387999999999999,,,
18,949,,,,1.4685920476913452,,,,
18,949,,,,,,2.079870196744233,1.4416561628039237,4.227691768033196
18,949,1.9939193619737619,1.382079584015998,3.9831763704138794,,,,,
,959,,,,,0.00011507999999999999,,,
19,959,,,,1.3099539279937744,,,,
,969,,,,,0.00011627999999999999,,,
19,969,,,,1.298464298248291,,,,
,979,,,,,0.00011748,,,
19,979,,,,1.5242233276367188,,,,
,989,,,,,0.00011868,,,
19,989,,,,1.579094648361206,,,,
,999,,,,,0.00011988,,,
19,999,,,,1.4284780025482178,,,,
19,999,,,,,,1.9415103395508235,1.3457524178876354,3.8410755475431277
19,999,2.0041683841819014,1.3891836648630662,4.0115739272166495,,,,,
,1009,,,,,0.00012108,,,
20,1009,,,,1.2509695291519165,,,,
,1019,,,,,0.00012228,,,
20,1019,,,,1.2576113939285278,,,,
,1029,,,,,0.00012348,,,
20,1029,,,,1.0229308605194092,,,,
,1039,,,,,0.00012468,,,
20,1039,,,,1.3100941181182861,,,,
,1049,,,,,0.00012587999999999998,,,
20,1049,,,,1.5812259912490845,,,,
20,1049,,,,,,1.9762430932353892,1.3698273281771751,3.9346712299563933
