epoch,step,train/bpd,train/nll,train/ppl,val/bpd,val/nll,val/ppl
0,0,,,,4.9099729611122696,3.4033339146205357,30.06416450913764
0,0,4.123400849764956,2.858123673333062,17.428794126269132,,,
1,1,,,,4.900356996378652,3.396668635777065,29.864444802649526
1,1,4.225309360625548,2.928761270311144,18.704446387161713,,,
2,2,,,,4.858829692053276,3.3678841018676757,29.017064903464153
2,2,4.342336433293944,3.0098782557804262,20.28493020191017,,,
3,3,,,,4.634661718439558,3.212502702985491,24.84117858461738
