epoch,step,train/loss,val/loss
0,49,0.8335692286491394,
0,99,0.7233288884162903,
0,149,0.6643308997154236,
0,199,0.5438804626464844,
0,249,0.48747655749320984,
0,299,0.4182157516479492,
0,349,0.35820165276527405,
0,399,0.44062572717666626,
0,449,0.42012426257133484,
0,499,0.3374914526939392,
0,549,0.34418025612831116,
0,599,0.2930864095687866,
0,649,0.290163516998291,
0,699,0.33525997400283813,
0,749,0.2992973327636719,
0,799,0.26400238275527954,
0,849,0.23744912445545197,
0,899,0.24225685000419617,
0,949,0.25766876339912415,
0,999,0.25409290194511414,
0,1049,0.2873138189315796,
0,1099,0.23584938049316406,
0,1149,0.2276017963886261,
0,1199,0.22418716549873352,
0,1249,0.3355487287044525,
0,1299,0.2155660092830658,
0,1349,0.22205422818660736,
0,1399,0.21851137280464172,
0,1449,0.20898444950580597,
0,1499,0.20232945680618286,
0,1549,0.1836872398853302,
0,1599,0.17487533390522003,
0,1649,0.1640552282333374,
0,1699,0.15408164262771606,
0,1749,0.18465352058410645,
0,1799,0.15922911465168,
0,1849,0.1653992086648941,
0,1899,0.15245811641216278,
0,1949,0.1596941500902176,
0,1999,0.14837151765823364,
0,2049,0.1708415299654007,
0,2099,0.1612853705883026,
0,2149,0.1463707983493805,
0,2199,0.14778444170951843,
0,2249,0.17180544137954712,
0,2299,0.1755366176366806,
0,2349,0.14677521586418152,
0,2399,0.13710454106330872,
0,2449,0.1704096794128418,
0,2499,0.16390956938266754,
0,2549,0.17368745803833008,
0,2599,0.1624106466770172,
0,2649,0.14504218101501465,
0,2699,0.1468479335308075,
0,2749,0.1415587067604065,
0,2799,0.12990188598632812,
0,2849,0.1432557851076126,
0,2899,0.1813315898180008,
0,2949,0.1578928828239441,
0,2999,0.1597016602754593,
0,3049,0.14936287701129913,
0,3099,0.1418996900320053,
0,3149,0.13503696024417877,
0,3199,0.10971253365278244,
0,3249,0.14669692516326904,
0,3299,0.1312841922044754,
0,3349,0.11936981230974197,
0,3399,0.12600237131118774,
0,3449,0.1364879608154297,
0,3499,0.12577101588249207,
0,3549,0.11480380594730377,
0,3599,0.12399032711982727,
0,3649,0.1678600013256073,
0,3699,0.15654730796813965,
0,3749,0.10463085770606995,
0,3799,0.14705392718315125,
0,3849,0.1457844376564026,
0,3899,0.18759587407112122,
0,3949,0.16945481300354004,
0,3999,0.12074240297079086,
0,4049,0.12143848091363907,
0,4099,0.10417486727237701,
0,4116,,0.08632160723209381
1,4149,0.10144190490245819,
1,4199,0.1129067987203598,
1,4249,0.1201416403055191,
1,4299,0.10833566635847092,
1,4349,0.11433552205562592,
1,4399,0.1392022967338562,
1,4449,0.1275705248117447,
1,4499,0.13254448771476746,
1,4549,0.14548943936824799,
1,4599,0.10612042993307114,
1,4649,0.13234245777130127,
1,4699,0.09799430519342422,
1,4749,0.11415370553731918,
1,4799,0.11139105260372162,
1,4849,0.09665054827928543,
1,4899,0.12032197415828705,
1,4949,0.11333023011684418,
1,4999,0.09576407074928284,
1,5049,0.09517229348421097,
1,5099,0.08543792366981506,
1,5149,0.11216177046298981,
1,5199,0.10310433804988861,
1,5249,0.11211584508419037,
1,5299,0.09903761744499207,
1,5349,0.117754727602005,
1,5399,0.14175449311733246,
1,5449,0.12053617089986801,
1,5499,0.10872727632522583,
1,5549,0.09429369121789932,
1,5599,0.12858958542346954,
1,5649,0.13205662369728088,
1,5699,0.11795298010110855,
1,5749,0.10321506857872009,
1,5799,0.13863436877727509,
1,5849,0.12950049340724945,
1,5899,0.13134486973285675,
1,5949,0.126430481672287,
1,5999,0.11421472579240799,
1,6049,0.16931802034378052,
1,6099,0.11298815160989761,
1,6149,0.12364653497934341,
1,6199,0.12916810810565948,
1,6249,0.10679497569799423,
1,6299,0.14147041738033295,
1,6349,0.10292664170265198,
1,6399,0.1074812039732933,
1,6449,0.10352335125207901,
1,6499,0.0948297381401062,
1,6549,0.122334323823452,
1,6599,0.10108362138271332,
1,6649,0.11275716871023178,
1,6699,0.11599462479352951,
1,6749,0.16951006650924683,
1,6799,0.11246948689222336,
1,6849,0.12458419799804688,
1,6899,0.12153804302215576,
1,6949,0.08413171768188477,
1,6999,0.09693083167076111,
1,7049,0.10309340059757233,
1,7099,0.11112622171640396,
1,7149,0.08687187731266022,
1,7199,0.16531507670879364,
1,7249,0.09797242283821106,
1,7299,0.09004102647304535,
1,7349,0.15409432351589203,
1,7399,0.1716204434633255,
1,7449,0.10139209032058716,
1,7499,0.09892509132623672,
1,7549,0.08602593839168549,
1,7599,0.11949161440134048,
1,7649,0.10157189518213272,
1,7699,0.08360862731933594,
1,7749,0.09426841884851456,
