epoch,step,train/bpd,train/nll,train/ppl,trainer/loss,trainer/lr,val/bpd,val/nll,val/ppl
0,0,,,,,,4.9099729611122696,3.4033339146205357,30.06416450913764
0,0,4.123400849764956,2.858123673333062,17.428794126269132,,,,,
1,1,,,,,,4.900375456505016,3.396681431361607,29.864826938122622
1,1,4.225309360625548,2.928761270311144,18.704446387161713,,,,,
2,2,,,,,,4.8588719506474884,3.3679133932931085,29.01791486710531
2,2,4.34234803985597,3.009886300836171,20.285093395960875,,,,,
3,3,,,,,,4.634741408320663,3.2125579398018975,24.842550770135418
3,3,4.973383316006204,3.4472866233335724,31.415035733912493,,,,,
4,4,,,,,,8.622274560088787,5.9765053013392855,394.060835160404
4,4,4.450027006074996,3.0845236726764984,21.857053250458616,,,,,
5,5,,,,,,4.67968486595388,3.2437103707449775,25.6286372985849
5,5,4.577991124928317,3.173221640872516,23.88430720246834,,,,,
6,6,,,,,,5.296310133668571,3.6711224365234374,39.295988368337
6,6,4.557410360763216,3.1589561422177064,23.546004416328234,,,,,
7,7,,,,,,4.345669729580069,3.012188720703125,20.33185200631932
7,7,4.536343957317327,3.14435402406465,23.204680965269063,,,,,
8,8,,,,,,4.817692204587105,3.3393697684151786,28.201347723489235
8,8,4.497185845190802,3.117211689048099,22.583322447184624,,,,,
,9,,,,,1.0799999999999998e-06,,,
9,9,,,,3.290865421295166,,,,
9,9,,,,,,4.109487570804334,2.848479723249163,17.261519595760184
9,9,4.759372653666446,3.2989457361230023,27.084070107013993,,,,,
10,10,,,,,,4.773081846883109,3.308448224748884,27.342662866678
10,10,4.2321556494838095,2.933506756130547,18.79341901445314,,,,,
11,11,,,,,,4.691628379022247,3.251988983154297,25.841687516659306
11,11,4.382041398354479,3.0373996403663672,20.850952702499793,,,,,
12,12,,,,,,4.097106864078862,2.8398980712890625,17.114021038136745
12,12,5.096107914087846,3.5323528324792144,34.20435012028098,,,,,
13,13,,,,,,4.580949669334895,3.1752723475864957,23.933337167463858
13,13,4.710404846655844,3.2650038387553995,26.180211490058277,,,,,
14,14,,,,,,3.7999570717790228,2.6339295305524555,13.92839455917824
14,14,4.087000511684139,2.8328928816209147,16.994553011424102,,,,,
15,15,,,,,,4.487502842919655,3.110499943324498,22.432256454685
